mapName,dateTime,date,time,weekday,price,tradeCount,timeUnit
아쿠아로드:깊은 바다 협곡2,2025-12-29 14:00:00,2025-12-29,14:00,월,5004115.0,3.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 15:00:00,2025-12-29,15:00,월,15200222.0,5.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 16:00:00,2025-12-29,16:00,월,13853535.0,6.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 17:00:00,2025-12-29,17:00,월,24000000.0,3.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 18:00:00,2025-12-29,18:00,월,10302222.0,5.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 19:00:00,2025-12-29,19:00,월,23750000.0,4.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 20:00:00,2025-12-29,20:00,월,14250000.0,5.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 21:00:00,2025-12-29,21:00,월,12166666.0,7.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 22:00:00,2025-12-29,22:00,월,13888888.0,10.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 23:00:00,2025-12-29,23:00,월,8250000.0,7.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29T00:00:00,2025-12-29,00:00,월,8055555.0,2.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29T01:00:00,2025-12-29,01:00,월,14430287.0,8.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29T02:00:00,2025-12-29,02:00,월,61111.0,2.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29T03:00:00,2025-12-29,03:00,월,22857142.0,7.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29T04:00:00,2025-12-29,04:00,월,10814814.0,6.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29T05:00:00,2025-12-29,05:00,월,6370370.0,3.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29T06:00:00,2025-12-29,06:00,월,12000000.0,1.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29T07:00:00,2025-12-29,07:00,월,11249999.0,5.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29T08:00:00,2025-12-29,08:00,월,12022422.0,5.0,HOURLY
